Id,OrderAt,Store,UserId
6fa04199-fa35-4a00-8449-8fdde603d79f,2024-08-20,c0908a66-4900-4680-b9dd-d6ef26ca8fa6
425ab016-b02c-4bc6-86fc-24b7f999e28c,2024-01-01,4338212d-5ac4-4695-b28b-fb6ecb8824ea
fad9f3ad-c3a8-4ec1-9f91-2ed37510ddb3,2024-09-28,a3894493-b6d6-41ed-b516-abb2767e5392
28af788c-1897-4f89-9a8f-6c65d2956f3c,2024-06-05,8d741d2e-93bd-4cec-ae6f-a2e25e0d1819
36634421-8e16-48c2-a05d-1ad78e7fd8c1,2024-06-28,78af67ec-efbf-4316-af94-9242438cef9d
fe4d4548-351f-4423-b6ae-70f1db277936,2024-02-26,7b71d28a-1809-420a-aa2c-b46ba39590be
f5a9632c-5358-4b4b-a0c3-6cd5a49b8a03,2024-01-27,935a6ac7-3537-4740-b67e-25c8c491da8b
d20bbf36-4ed2-4fb2-b335-ae52d11c64c3,2024-07-18,3703fa1f-26fa-4614-baa2-635c58d0a8c8
9d8d8420-9104-4ea6-ad45-88c6b541c8eb,2024-10-23,4c851d24-333f-4096-9084-830a7069c698
72c125c3-1077-473f-ac3c-b814c2e41de4,2024-10-13,abc9b2de-7517-4e12-9b72-f47e7dc0a83f
83f32acd-a02b-4f5e-9689-718919851a29,2024-11-14,b7b12f2f-46d5-4eb8-970e-073aca8729ad
0015cc9d-5549-4661-96bd-1f562aa8bb79,2024-06-24,1e9f8fa9-5a63-4774-b6b1-c4a36176c030
6a4939a4-1cfb-4d0e-9835-25e3d1db0251,2024-12-17,0e5b4e6f-c30d-4a1f-8ee0-67c4ddd0a118
55024f97-4074-41cd-9a83-dcafc1a3e5cc,2024-04-07,d6ce65bb-426c-440c-b303-b080e33f580c
25831ff5-ea17-4113-b12c-6dc89dc8b9e4,2024-04-23,b2b9910b-2a04-447b-807a-70cb2d435f07
fa407317-ca40-4313-a964-91ecacb6e393,2024-05-19,a45695ec-6642-4b84-9894-26d30dd45785
13ee308f-3644-49e5-ad59-cd395d0bc4e3,2024-10-09,9abaa96a-c54f-4196-9814-8b7bbd5b557a
